run,execution_time,hiddensize,batchsize,learningrate,history,channels,kernelsize,activation,rmse_train,rmse_val,mae_train,mae_val
70,73975.98693704605,8,64,0.0001,10,[14],2,<class 'torch.nn.modules.activation.ReLU'>,1.862078309059143,2.6876890659332275,1.4230324029922485,2.0647311210632324
70,76978.94504904747,16,8,0.005,10,[28],3,<class 'torch.nn.modules.activation.ReLU'>,1.3844326734542847,3.095308303833008,1.0646692514419556,2.309166193008423
70,77486.4893283844,16,16,0.0001,10,[28],3,<class 'torch.nn.modules.activation.ReLU'>,1.8377021551132202,2.6861557960510254,1.399083137512207,2.0521087646484375
70,77756.38766336441,16,32,0.005,14,[14],2,<class 'torch.nn.modules.activation.ReLU'>,0.898430347442627,3.3098959922790527,0.6894038319587708,2.4662957191467285
70,78035.09277105331,16,64,0.001,14,[14],2,<class 'torch.nn.modules.activation.ReLU'>,0.8810850977897644,3.2351925373077393,0.6745956540107727,2.3857882022857666
70,78197.81031274796,32,32,0.001,10,[14],4,<class 'torch.nn.modules.activation.ReLU'>,0.9306171536445618,3.2588658332824707,0.7102978229522705,2.411910057067871
70,78511.43608641624,32,32,0.005,10,[14],3,<class 'torch.nn.modules.activation.ReLU'>,0.7490928173065186,3.2091407775878906,0.5742695927619934,2.3846113681793213
70,79684.18188285828,32,32,0.005,14,[10],4,<class 'torch.nn.modules.activation.ReLU'>,0.6946945786476135,3.250192642211914,0.5366147756576538,2.4081311225891113
70,80383.83049464226,16,16,0.001,14,[28],3,<class 'torch.nn.modules.activation.ReLU'>,1.1363263130187988,3.084728717803955,0.8609315156936646,2.3071203231811523
70,84274.14014911652,64,64,0.0001,10,[28],2,<class 'torch.nn.modules.activation.ReLU'>,1.224531888961792,2.843371868133545,0.9239288568496704,2.1547374725341797
70,85799.78263306618,8,128,0.0001,10,[28],4,<class 'torch.nn.modules.activation.ReLU'>,1.7024602890014648,2.7545857429504395,1.2890899181365967,2.1062047481536865
70,88535.89563465118,64,128,0.01,14,[10],4,<class 'torch.nn.modules.activation.ReLU'>,0.26210615038871765,3.3141369819641113,0.19839319586753845,2.4964373111724854
70,89423.2926208973,8,128,0.005,14,[28],4,<class 'torch.nn.modules.activation.ReLU'>,0.620999813079834,3.565744400024414,0.48071685433387756,2.67065167427063
70,90663.94170761108,128,128,0.005,10,[10],2,<class 'torch.nn.modules.activation.ReLU'>,0.1754925698041916,3.2838973999023438,0.13369326293468475,2.4583053588867188
70,94161.62245821953,256,16,0.001,14,[10],3,<class 'torch.nn.modules.activation.ReLU'>,0.3929007053375244,3.130950450897217,0.29380500316619873,2.366647243499756
70,94435.5677831173,256,32,0.001,14,[10],3,<class 'torch.nn.modules.activation.ReLU'>,0.32125574350357056,3.157310962677002,0.24346336722373962,2.3888049125671387
70,97898.6012430191,8,256,0.0001,14,[10],4,<class 'torch.nn.modules.activation.ReLU'>,1.683169960975647,2.7254929542541504,1.2757048606872559,2.0867764949798584
70,98826.71483588219,8,256,0.01,14,[10],2,<class 'torch.nn.modules.activation.ReLU'>,1.1246263980865479,3.2735908031463623,0.8559697270393372,2.419280767440796
70,99424.57861852646,256,128,0.01,14,[10],3,<class 'torch.nn.modules.activation.ReLU'>,0.19052410125732422,3.057356119155884,0.14149031043052673,2.335974931716919
70,99432.29859352112,256,8,0.001,14,[28],4,<class 'torch.nn.modules.activation.ReLU'>,0.599027693271637,3.3037078380584717,0.4570640027523041,2.492927074432373
70,100369.25708603859,32,256,0.005,10,[10],2,<class 'torch.nn.modules.activation.ReLU'>,0.42994847893714905,3.6229090690612793,0.31562215089797974,2.6616904735565186
70,101360.36004281044,32,256,0.01,10,[14],2,<class 'torch.nn.modules.activation.ReLU'>,0.3844980001449585,3.757404327392578,0.2913057208061218,2.7863717079162598
70,104229.91477799416,64,256,0.001,10,[28],4,<class 'torch.nn.modules.activation.ReLU'>,0.12177906930446625,3.500997543334961,0.09148524701595306,2.6038658618927
70,110140.74512577057,128,256,0.001,14,[28],2,<class 'torch.nn.modules.activation.ReLU'>,0.08060163259506226,3.410757064819336,0.06558984518051147,2.553583860397339
70,111874.60331463814,256,256,0.005,14,[10],2,<class 'torch.nn.modules.activation.ReLU'>,0.10452918708324432,3.1905274391174316,0.07789777964353561,2.433727979660034
70,114185.77896785736,32,8,0.01,14,"[28, 52]",4,<class 'torch.nn.modules.activation.ReLU'>,1.2469708919525146,3.198690414428711,0.9790874719619751,2.441800832748413
70,116792.1964468956,8,64,0.0001,10,"[10, 20]",4,<class 'torch.nn.modules.activation.ReLU'>,1.8353192806243896,2.710739850997925,1.4007505178451538,2.0646183490753174
70,116859.15421509743,16,8,0.001,10,"[10, 20]",4,<class 'torch.nn.modules.activation.ReLU'>,1.5833884477615356,2.979315996170044,1.1979660987854004,2.249274969100952
70,117064.96177816391,8,8,0.005,14,"[28, 52]",2,<class 'torch.nn.modules.activation.ReLU'>,0.9696331024169922,3.0730843544006348,0.7399930357933044,2.327709674835205
70,117169.12799620628,16,8,0.01,14,"[28, 52]",2,<class 'torch.nn.modules.activation.ReLU'>,1.2101448774337769,3.1632657051086426,0.9283158183097839,2.4044384956359863
70,119193.18932151794,16,8,0.005,10,"[10, 20]",2,<class 'torch.nn.modules.activation.ReLU'>,1.430792212486267,3.1866917610168457,1.0971578359603882,2.4110288619995117
70,119383.95593929291,16,8,0.01,10,"[14, 28]",2,<class 'torch.nn.modules.activation.ReLU'>,1.3707865476608276,2.9434943199157715,1.0595581531524658,2.2271976470947266
70,120098.2105050087,32,16,0.005,10,"[28, 52]",3,<class 'torch.nn.modules.activation.ReLU'>,0.7238526344299316,3.2061874866485596,0.5525779128074646,2.3959240913391113
70,120132.51115870476,32,16,0.005,10,"[28, 52]",3,<class 'torch.nn.modules.activation.ReLU'>,0.7484579682350159,3.333273410797119,0.5722860097885132,2.509963274002075
70,120219.64007639885,8,16,0.005,10,"[10, 20]",3,<class 'torch.nn.modules.activation.ReLU'>,1.3042939901351929,3.166675090789795,1.002030849456787,2.374074935913086
70,120323.04737257957,64,8,0.001,10,"[14, 28]",3,<class 'torch.nn.modules.activation.ReLU'>,1.130828857421875,3.2110862731933594,0.849732518196106,2.4120640754699707
70,120822.41686224937,16,8,0.01,14,"[14, 28]",3,<class 'torch.nn.modules.activation.ReLU'>,1.2541558742523193,3.1245598793029785,0.9738869667053223,2.404233932495117
70,121134.10174036026,16,16,0.0001,10,"[14, 28]",2,<class 'torch.nn.modules.activation.ReLU'>,1.88629949092865,2.7178690433502197,1.4402650594711304,2.084078311920166
70,121189.15968704224,16,16,0.01,10,"[28, 52]",2,<class 'torch.nn.modules.activation.ReLU'>,0.885144829750061,3.125917434692383,0.6896327137947083,2.329803466796875
70,121438.08942341805,8,16,0.005,14,"[14, 28]",3,<class 'torch.nn.modules.activation.ReLU'>,0.9102678298950195,3.2944931983947754,0.7053366899490356,2.4765961170196533
70,121441.700309515,16,32,0.005,10,"[28, 52]",3,<class 'torch.nn.modules.activation.ReLU'>,0.5024814009666443,3.3034005165100098,0.38333070278167725,2.4866886138916016
70,121713.77215838432,8,8,0.01,14,"[14, 28]",2,<class 'torch.nn.modules.activation.ReLU'>,1.2722209692001343,3.396604537963867,0.983705997467041,2.5345489978790283
70,121798.27383446693,16,32,0.001,14,"[10, 20]",3,<class 'torch.nn.modules.activation.ReLU'>,1.0361264944076538,3.1517040729522705,0.7814686894416809,2.36118221282959
70,123196.48739767075,128,64,0.001,10,"[10, 20]",4,<class 'torch.nn.modules.activation.ReLU'>,0.45983871817588806,3.3395473957061768,0.3440510630607605,2.478210926055908
70,125398.65160751343,128,64,0.0001,14,"[10, 20]",4,<class 'torch.nn.modules.activation.ReLU'>,1.261401891708374,2.9755961894989014,0.9696739315986633,2.2503623962402344
70,125614.52721261978,32,64,0.01,14,"[28, 52]",4,<class 'torch.nn.modules.activation.ReLU'>,0.48550599813461304,3.2592532634735107,0.37121665477752686,2.476332187652588
70,126439.03621721268,64,16,0.0001,14,"[28, 52]",2,<class 'torch.nn.modules.activation.ReLU'>,1.4083408117294312,2.8498642444610596,1.0646103620529175,2.1701512336730957
70,126696.61395311356,64,32,0.001,14,"[14, 28]",4,<class 'torch.nn.modules.activation.ReLU'>,0.4920855462551117,3.296689987182617,0.37057891488075256,2.483185291290283
70,126751.78584742546,16,128,0.01,14,"[14, 28]",3,<class 'torch.nn.modules.activation.ReLU'>,0.3798198103904724,3.550839900970459,0.2926394045352936,2.6680214405059814
70,126959.50595521927,64,128,0.001,10,"[14, 28]",3,<class 'torch.nn.modules.activation.ReLU'>,0.2914741337299347,3.456827163696289,0.2155299186706543,2.600735664367676
70,127025.15702581406,256,64,0.0001,10,"[10, 20]",4,<class 'torch.nn.modules.activation.ReLU'>,1.3095309734344482,2.968569278717041,0.9962541460990906,2.236477851867676
70,127627.44751930237,64,128,0.005,10,"[14, 28]",2,<class 'torch.nn.modules.activation.ReLU'>,0.2119283378124237,3.321256160736084,0.15875428915023804,2.5050880908966064
70,127669.76345729828,64,128,0.01,14,"[14, 28]",4,<class 'torch.nn.modules.activation.ReLU'>,0.22933635115623474,3.2786433696746826,0.1721746027469635,2.4858593940734863
70,127922.977237463,64,128,0.005,14,"[14, 28]",4,<class 'torch.nn.modules.activation.ReLU'>,0.19405968487262726,3.3031489849090576,0.14568036794662476,2.4921927452087402
70,128144.34643411636,128,64,0.005,10,"[28, 52]",3,<class 'torch.nn.modules.activation.ReLU'>,0.3505496680736542,3.172922372817993,0.26024213433265686,2.404191732406616
70,128291.19192743301,128,128,0.0001,14,"[10, 20]",4,<class 'torch.nn.modules.activation.ReLU'>,1.104933500289917,3.03474497795105,0.83881676197052,2.262533187866211
70,128485.97077727318,256,64,0.005,10,"[10, 20]",3,<class 'torch.nn.modules.activation.ReLU'>,0.22069230675697327,3.148871660232544,0.16030623018741608,2.3916800022125244
70,128505.209649086,256,32,0.01,10,"[28, 52]",4,<class 'torch.nn.modules.activation.ReLU'>,0.8319808840751648,3.192862033843994,0.6465050578117371,2.388035297393799
70,129182.49562430382,256,8,0.01,14,"[14, 28]",4,<class 'torch.nn.modules.activation.ReLU'>,1.5798239707946777,3.008293867111206,1.2275328636169434,2.30214262008667
70,129216.40711188316,64,64,0.01,14,"[28, 52]",3,<class 'torch.nn.modules.activation.ReLU'>,0.3442314565181732,3.1484923362731934,0.2520507276058197,2.4117376804351807
