run,execution_time,hiddensize,batchsize,learningrate,history,activation,rmse_train,rmse_val,mae_train,mae_val
0,76.81261968612671,256,64,0.001,5,<function relu at 0x000002667D19E948>,0.7495309710502625,0.7820560336112976,0.5547677874565125,0.5883774161338806
1,78.84435963630676,64,64,0.001,20,<built-in method sigmoid of type object at 0x00007FFFC2529470>,0.99539715051651,0.9714154601097107,0.8044207096099854,0.803947389125824
2,126.04624724388123,128,512,0.05,15,<function relu at 0x000002667D19E948>,0.7494029998779297,0.8064475059509277,0.5662793517112732,0.6235948204994202
