run,execution_time,hiddensize,batchsize,learningrate,history,activation,rmse_train,rmse_val,mae_train,mae_val
50,73582.1030626297,128,16,0.001,3,<function relu at 0x7f3b997410d0>,0.9230270385742188,3.15008282661438,0.6793152093887329,2.2638373374938965
50,73608.59218907356,16,16,0.0001,14,<function relu at 0x7f3b997410d0>,1.8575607538223267,2.6580803394317627,1.4172320365905762,2.052736282348633
50,74958.72137522697,8,8,0.01,14,<function relu at 0x7f3b997410d0>,1.4825894832611084,2.8358020782470703,1.1014684438705444,2.1626479625701904
50,79321.38642311096,8,256,0.0001,7,<function relu at 0x7f3b997410d0>,1.858856201171875,2.64436674118042,1.412238359451294,2.015378475189209
50,82163.5016348362,64,64,0.005,7,<function relu at 0x7f3b997410d0>,0.07961560040712357,3.1649670600891113,0.05719379335641861,2.4050045013427734
50,86013.37417697906,16,64,0.01,14,<function relu at 0x7f3b997410d0>,0.7215722799301147,3.397339344024658,0.5403457880020142,2.5607030391693115
50,95046.87711238861,32,16,0.005,14,<function relu at 0x7f3b997410d0>,0.7146949172019958,3.196068286895752,0.53482586145401,2.422839641571045
50,95061.59575915337,32,16,0.0001,14,<function relu at 0x7f3b997410d0>,1.728581428527832,2.6641738414764404,1.3030061721801758,2.02888822555542
50,95261.15344309807,32,16,0.0001,14,<function relu at 0x7f3b997410d0>,1.7196630239486694,2.643156051635742,1.2983959913253784,2.0240883827209473
50,98234.63013195992,256,16,0.005,3,<function relu at 0x7f3b997410d0>,0.4270312190055847,3.110996723175049,0.30366024374961853,2.2886648178100586
50,99493.4787595272,128,8,0.005,7,<function relu at 0x7f3b997410d0>,0.6794365644454956,3.0559544563293457,0.4836082458496094,2.3290836811065674
50,99519.50620555878,128,8,0.005,7,<function relu at 0x7f3b997410d0>,0.6823330521583557,3.1409661769866943,0.49331727623939514,2.3566250801086426
50,101445.7958996296,8,256,0.005,14,<function relu at 0x7f3b997410d0>,1.0488240718841553,3.299170732498169,0.7754326462745667,2.4945273399353027
50,101489.17307186127,8,256,0.001,14,<function relu at 0x7f3b997410d0>,1.3300269842147827,2.864523410797119,0.9640985727310181,2.1660232543945312
50,102261.38718223572,256,32,0.01,3,<function relu at 0x7f3b997410d0>,0.2286667823791504,3.0091304779052734,0.15803320705890656,2.222583055496216
50,102380.06879973412,16,256,0.001,14,<function relu at 0x7f3b997410d0>,0.9675369262695312,3.236912250518799,0.6890117526054382,2.436004161834717
50,102389.2385520935,16,256,0.0001,14,<function relu at 0x7f3b997410d0>,1.6192750930786133,2.694561719894409,1.1975090503692627,2.0555148124694824
50,105681.72331047058,32,64,0.001,14,<function relu at 0x7f3b997410d0>,0.782605767250061,3.1958067417144775,0.5637925863265991,2.4355716705322266
50,107354.31909513474,256,256,0.005,3,<function relu at 0x7f3b997410d0>,0.24102401733398438,3.0478601455688477,0.17677226662635803,2.238025665283203
50,107593.30832529068,256,256,0.005,3,<function relu at 0x7f3b997410d0>,0.05357005447149277,3.0238900184631348,0.03902953118085861,2.234814167022705
50,108246.20532226562,64,8,0.01,14,<function relu at 0x7f3b997410d0>,0.955640971660614,3.101875066757202,0.6936290860176086,2.3816161155700684
50,109275.97245669365,64,32,0.005,14,<function relu at 0x7f3b997410d0>,0.4792849123477936,3.1527676582336426,0.3227379620075226,2.390645980834961
50,112672.38151073456,128,256,0.0001,7,<function relu at 0x7f3b997410d0>,0.8784772157669067,3.1256775856018066,0.6382438540458679,2.345876455307007
50,113503.83147597313,32,256,0.005,14,<function relu at 0x7f3b997410d0>,0.18691210448741913,3.2283034324645996,0.1331600695848465,2.471632480621338
50,124760.40561437607,256,8,0.0001,7,<function relu at 0x7f3b997410d0>,1.7748855352401733,2.7641994953155518,1.3442978858947754,2.09602427482605
50,126745.04565048218,256,16,0.001,7,<function relu at 0x7f3b997410d0>,0.45727720856666565,3.0114877223968506,0.3301679491996765,2.2804830074310303
50,129372.90899515152,128,64,0.001,14,<function relu at 0x7f3b997410d0>,0.19412609934806824,3.065053701400757,0.13296419382095337,2.3530430793762207
50,130932.1968357563,128,64,0.005,14,<function relu at 0x7f3b997410d0>,0.16066722571849823,3.1241707801818848,0.110922671854496,2.393018960952759
50,132278.01359128952,128,128,0.001,14,<function relu at 0x7f3b997410d0>,0.284043550491333,3.093092679977417,0.19531689584255219,2.3671107292175293
50,134075.6162507534,128,256,0.005,14,<function relu at 0x7f3b997410d0>,0.08641938120126724,3.098879098892212,0.0621977373957634,2.389174461364746
50,142685.7963268757,256,8,0.01,14,<function relu at 0x7f3b997410d0>,0.894583523273468,3.1011276245117188,0.6532689332962036,2.3623709678649902
50,144088.08007597923,256,64,0.001,14,<function relu at 0x7f3b997410d0>,0.09383925050497055,3.0276198387145996,0.06650196015834808,2.3119983673095703
50,145579.48366451263,256,128,0.005,14,<function relu at 0x7f3b997410d0>,0.11511880159378052,3.0095996856689453,0.08338068425655365,2.3048863410949707
