run,execution_time,hiddensize,batchsize,learningrate,history,activation,nlayers,rmse_train,rmse_val,mae_train,mae_val
70,10270.821898698807,[16],32,0.001,1,<class 'torch.nn.modules.activation.ReLU'>,1,1.4087879657745361,1.9323303699493408,1.0410228967666626,1.4426051378250122
70,10353.970347881317,[32],32,0.0001,0,<class 'torch.nn.modules.activation.ReLU'>,1,1.6018741130828857,1.9895210266113281,1.2238572835922241,1.4663679599761963
70,10475.155853509903,[16],16,0.01,1,<class 'torch.nn.modules.activation.ReLU'>,1,1.3620307445526123,1.891798734664917,1.0055277347564697,1.4014793634414673
70,10572.68863749504,[16],32,0.001,0,<class 'torch.nn.modules.activation.ReLU'>,1,1.4176784753799438,1.931319236755371,1.0465600490570068,1.4359372854232788
70,10656.338124990463,[64],32,0.0001,1,<class 'torch.nn.modules.activation.ReLU'>,1,1.5399445295333862,1.9154945611953735,1.164014220237732,1.4123529195785522
70,10983.749214172363,[128],16,0.01,0,<class 'torch.nn.modules.activation.ReLU'>,1,1.2900863885879517,1.8377106189727783,0.9403401613235474,1.3579251766204834
70,11223.230234861374,[128],16,0.0001,1,<class 'torch.nn.modules.activation.ReLU'>,1,1.5206743478775024,1.9380443096160889,1.1452767848968506,1.4350721836090088
70,11422.095388889313,[128],64,0.001,0,<class 'torch.nn.modules.activation.ReLU'>,1,1.2425000667572021,1.9660778045654297,0.8987844586372375,1.4106874465942383
70,11441.873132705688,[128],32,0.01,1,<class 'torch.nn.modules.activation.ReLU'>,1,1.1436491012573242,1.9197200536727905,0.8209916353225708,1.3797270059585571
70,12135.535291910172,[32],128,0.005,0,<class 'torch.nn.modules.activation.ReLU'>,1,1.25990891456604,1.962103247642517,0.9170135259628296,1.4093236923217773
70,12282.716699123383,[256],16,0.01,1,<class 'torch.nn.modules.activation.ReLU'>,1,1.194048285484314,1.960638403892517,0.8523733019828796,1.4160925149917603
70,12799.672939777374,[16],256,0.01,0,<class 'torch.nn.modules.activation.ReLU'>,1,1.316843032836914,1.9512531757354736,0.9681373834609985,1.4123293161392212
70,12907.465095996857,[64],64,0.005,2,<class 'torch.nn.modules.activation.ReLU'>,1,1.1996657848358154,1.9461696147918701,0.870437741279602,1.416560173034668
70,13046.04365825653,"[16, 128]",32,0.01,0,<class 'torch.nn.modules.activation.ReLU'>,2,1.0279428958892822,2.2111976146698,0.7403085827827454,1.5185952186584473
70,13206.679785728455,"[128, 32]",16,0.0001,0,<class 'torch.nn.modules.activation.ReLU'>,2,1.4184625148773193,1.8214609622955322,1.0478101968765259,1.3629249334335327
70,13271.337025880814,[256],32,0.001,1,<class 'torch.nn.modules.activation.ReLU'>,1,1.2175707817077637,1.8376165628433228,0.8702188730239868,1.3248419761657715
70,13368.783755540848,[256],64,0.0001,0,<class 'torch.nn.modules.activation.ReLU'>,1,1.4091744422912598,1.9330514669418335,1.0395758152008057,1.4409977197647095
70,13404.389807462692,[256],64,0.001,0,<class 'torch.nn.modules.activation.ReLU'>,1,1.1753357648849487,1.9696338176727295,0.8416433334350586,1.41181480884552
70,13519.842534303665,[16],256,0.001,2,<class 'torch.nn.modules.activation.ReLU'>,1,1.368086576461792,1.9211177825927734,1.0073837041854858,1.4197643995285034
70,13666.712938070297,[16],256,0.01,2,<class 'torch.nn.modules.activation.ReLU'>,1,1.3277491331100464,1.8862018585205078,0.9763380885124207,1.352282166481018
70,13919.908750295639,[32],256,0.01,0,<class 'torch.nn.modules.activation.ReLU'>,1,1.2441908121109009,1.8971226215362549,0.9054890871047974,1.3655459880828857
70,14032.363288879395,[64],256,0.01,0,<class 'torch.nn.modules.activation.ReLU'>,1,1.1010701656341553,2.158764362335205,0.8016818761825562,1.5428876876831055
70,14677.245587348938,"[64, 16]",64,0.001,1,<class 'torch.nn.modules.activation.ReLU'>,2,1.1823794841766357,2.0503571033477783,0.8488677740097046,1.4779083728790283
70,14702.296484947205,[256],64,0.001,1,<class 'torch.nn.modules.activation.ReLU'>,1,1.159469723701477,1.9757928848266602,0.8311119079589844,1.4211763143539429
70,14853.766230344772,[64],256,0.0001,2,<class 'torch.nn.modules.activation.ReLU'>,1,1.4503886699676514,1.9023094177246094,1.0814679861068726,1.4245610237121582
70,14869.16119837761,[128],256,0.0001,2,<class 'torch.nn.modules.activation.ReLU'>,1,1.3954808712005615,1.8952624797821045,1.0298748016357422,1.4166252613067627
70,15015.062609910965,"[64, 64]",64,0.005,1,<class 'torch.nn.modules.activation.ReLU'>,2,0.8013622164726257,2.2653565406799316,0.5818207263946533,1.597238302230835
70,15041.010354280472,[128],256,0.01,2,<class 'torch.nn.modules.activation.ReLU'>,1,0.9201928377151489,2.2139899730682373,0.6685916185379028,1.5821869373321533
70,15073.736549377441,"[32, 64]",128,0.0001,0,<class 'torch.nn.modules.activation.ReLU'>,2,1.3755476474761963,1.8901716470718384,1.0071791410446167,1.3977558612823486
70,15075.76657986641,"[64, 16, 128]",16,0.005,2,<class 'torch.nn.modules.activation.ReLU'>,3,0.9601478576660156,2.061650276184082,0.683996856212616,1.4167250394821167
